Dealer_Brand,Dealer_Category,Dealer_State,Dealer_City,Dealer_Pincode,Area_Name,Dealer_Address,FOS_Code,FOS_Name,Static_Mobile,MOBILE_NUMBER,Overall_Txn,Monthly_Avg_txns,DEALER_NAME
Aryan Electronics And Mobile Shop,Others,Maharashtra,Pune,411047,,NA,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,92,19,Aryan Electronics And Mobile Shop
Venus,Small Appliances,Maharashtra,Pune,411001,CITADEL SOCIETY,Shop No 7 D 2 Citadel Society Bt Kawade Road Ghorpadi Pune 01 Citadel Society  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,12,2,Laxman Sales And Service
Casio,Watches,Maharashtra,Pune,411001,SGS MALL,231 Moledina Road Camp Pune Sgs Mall  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,53,11,C T Pundole And Sons Private Limited
Vighnaharta Ev,E-Bike,Maharashtra,Pune,411047,"WagholiLohgaonRoad,KarmabhumiNagar,Lohegaon,Pune,MaharashtraPin-411047India","shopno4oppdattamandirwagholilohegaonroaddadachiwastilohegaonpune WagholiLohgaonRoad,KarmabhumiNagar,Lohegaon,Pune,MaharashtraPin-411047India  PUNE MAHARASHTRA",90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,66,9,Vighnaharta Ev
Shree Ganesh Tyres,Tyres,Maharashtra,Pune,411039,OPP GAVHANE PETROL PUMP 202 SA MAHADEV COMPLEX ALANDI ROAD SHASTRI CHOWK PUNE 411039,Opp Gavhane Petrol Pump 202 Sa Mahadev Complex Alandi Road Shastri Chowk Pune 411039 Opp Gavhane Petrol Pump 202 Sa Mahadev Complex Alandi Road Shastri Chowk Pune 411039  Pune Maharashtra,90044028,Hansraj Patil,Mobile,482204070C4E7CFBDE5F1EA1061133EAF489612A1492F31A370EE86CE0DE73E4,17,3,Shree Ganesh Tyres
EEVE World,E-Bike,Maharashtra,Pune,411001,,NA,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,4,2,EEVE World
Sejal Aqua,Water Purifier,Maharashtra,Pune,411039,Bhosari Pimpri Chinchwad Pune Maharashtra,Ground Floor Shop No 2 Survey No 201 Talode Building Bhosari Alandi Road Near Jay Maharashtrashtra Chowk Bhosari Pimpri Chinchwad Pune Maharashtra  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,7,2,Sejal Aqua
Tyre House,Tyres,Maharashtra,Pune,412207,SHOP NO 7 SHIVARKAR WASTI LOHEGAON WAGHOLI ROAD OPP ULTRA TECH CEMENT PLANT WAGHOLI PUNE 412207,Shop No 7 Shivarkar Wasti Lohegaon Wagholi Road Opp Ultra Tech Cement Plant Wagholi Pune 412207 Shop No 7 Shivarkar Wasti Lohegaon Wagholi Road Opp Ultra Tech Cement Plant Wagholi Pune 412207  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,3,1,Sunrise International
Shree krishna colour matching,Others,Maharashtra,Pune,412105,,NA,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,7,4,Shree krishna colour matching
Mammut Sports Private Limited,Apparels,Maharashtra,Pune,411005,SHIVAJINAGAR,D Gold House Shop No 5 1180 4 Behind Petrol Pump Fergusson College Road Shivajinagar  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,3,1,Mammut Sports Private Limited
Gkb,Eyewear,Maharashtra,Pune,411028,AMANORA AMANORA PARK TOWNSHIP VILLAGE SADESATRANALI1712 NALI HADAPSAR,Shop No Ebgf10 Block East Ground Floor Town Centre Amanora Amanora Park Township Village Sadesatranali1712 Nali Hadapsar  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,2,2,Gkb Lens Pvt Ltd 
Pantaloons,LFR,Maharashtra,Pune,411060,PUNE,Pantaloons Royal Heritage Mall Survey No 25 Hissa No 5 Village Mohammadawadi Pune 411060 Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,3,2,Aditya Birla Fashion & Retail Limited 
Power Care Battery,Power Backup,Maharashtra,Pune,411041,Lane No 26B Ganesh Nagar,Shop No 1 Dhanwanti Appt Lane No 26B Ganesh Nagar  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,2,1,Power Care Battery
Darshan Tyres,Tyres,Maharashtra,Pune,411030,BEHIND NAKODA ENCLAVEN,Shop No 1 To 5 Gold Wings Opp Rohan Kritika Behind Nakoda Enclave Sinhgad Rd Pune 411030 Behind Nakoda Enclaven  Pune Maharashtra,2014796-D,Pulkit Jain_D,Mobile,,52,6,Darshan Tyres
Everest Engineers,Others,Maharashtra,Pune,411001,,NA,No Mapping,No Mapping,REMI Model,,1,1,Everest Engineers
Inkodop Technologies Pvt Ltd,E-Bike,Maharashtra,Pune,411033,PUNE 411033 MAHARASHTRA,At Post Jambe Taluka Mulshi 169 2 Sangawade Road Pune 411033 Maharashtra  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,227,57,Inkodop Technologies Pvt Ltd
Darshan Tyres,Tyres,Maharashtra,Pune,411038,KARISHMA SOCIETY,Fountain Head Opp Joshi Museum Next To Subway Near Karishma Society Karve Road Kothrud Pune 411038 Karishma Society  Pune Maharashtra,90040942,Deepak Kushawah,Mobile,89B7416FD88796C4773B70C2CABDBC55637B2A745222CCD90D4F3B1457A9DB42,24,3,Darshan Tyres
Om Tyres,Tyres,Maharashtra,Pune,412211,PUNE,Korekar Patil Comples S No 402 Milkant No 762 At Post Shirur Pune Pune  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,10,2,Om Tyres
Puma,Footwear,Maharashtra,Pune,411033,,Shop Number 1 2 Sai Paradise Punavale Pimpri Chinchwad   Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,11,2,Puma Sports India Pvt Ltd 
Sai Tyres,Tyres,Maharashtra,Pune,411021,PUNE,S No Near Datta Mandir Sus Road Pashan Pune Pune  Pune Maharashtra,90040942,Deepak Kushawah,Mobile,89B7416FD88796C4773B70C2CABDBC55637B2A745222CCD90D4F3B1457A9DB42,44,4,Sai Tyres 
Navkar Sales And Services,Small Appliances,Maharashtra,Pune,411042,SINHAGAD WADGAON BUDRUK DHAYARI PUNE MAHARASHATRA 411042,Shop No 1 S N 62 Opp Abhiruchi Mall Sinhagad Wadgaon Budruk Dhayari Pune Maharashatra 411042 Sinhagad Wadgaon Budruk Dhayari Pune Maharashatra 411042  Pune Maharashtra,90040613,Akash Dabade,Mobile,0B45CE46E9E46FAF2E45423E00DAA9EC82CC0ED392B50638F1CBC68C029A7130,79,8,Navkar Sales And Services
Rishikesh Enterprises,Small Appliances,Maharashtra,Pune,411001,S NO A 24 VIDYUT NAGAR SOCIETY KOREGAON PARK PUNE 411001,S No A 24 Vidyut Nagar Society Koregaon Park Pune 411001 S No A 24 Vidyut Nagar Society Koregaon Park Pune 411001  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,14,4,Rishikesh Enterprises
Just In Time,Watches,Maharashtra,Pune,411005,OPP MODERN SCHOOL JM ROAD PUNE,Rainbow Plaza Cts1319 S No196 Plot No705 Bhamburde Opp Modern School Jm Road Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,92,10,Just In Time Trading Pvt Ltd
World Of Titan,Watches,Maharashtra,Pune,412109,PUNE,No 7 Srn 49 Khand Patil No 7 Vithal Wadi Dehugaon Pune Pune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,5,2,Time Square Inc
Spykar,Apparels,Maharashtra,Pune,411057,PUNE,Phoenix Mall Of The Millennium Pune Unit No G 1112 Ground Floorbehind Sayaji Hotel Wakad Pune411057 Pune  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,5,1,Spykar Lifestyles Pvt Ltd 
Jay Ganesh Car Accessories,Car Accessories / Auto Ancillaries,Maharashtra,Pune,412308,GAT NO 813 RAIWADE ROAD AT POST KADAM WARK BASTI SOLAPUR 412308,Gat No 813 Raiwade Road At Post Kadam Wark Basti Solapur 412308 Gat No 813 Raiwade Road At Post Kadam Wark Basti Solapur 412308  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,6,2,Jay Ganesh Car Accessories
Darshan Tyres,Tyres,Maharashtra,Pune,411019,EMPIRE ESTATE,Shop No 1 2 3 4 Empire Estate C Building Pune Mumbai Road Ranka Jwellers Lane Chinchwad Pune Empire Estate  Pune Maharashtra,90051446,Dhanashri Kshirsagar,Mobile,519139768A4220218B99E118FF33AB0462040A3C99F8C9FE6DEB84BEB3D99F06,28,4,Darshan Tyres
B U BHANDARI AUTO PVT LTD,Vehicle Care / Servicing,Maharashtra,Pune,411013,,NA,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,0,0,B U BHANDARI AUTO PVT LTD
Reliance Smart,LFR,Maharashtra,Pune,411057,D PUNE 411057 MAHARASHTRA,S No 166 5 Plot B Opp Silver Soprts Club Pcmc Waka D Pune 411057 Maharashtra  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,2,2,Reliance Retail Limited 
Sahyadri Global Green Services,Remi Gas Kit,Maharashtra,Pune,413133,BARAMATI Maharashtra,Pimpali G No 64 B Indapurbaramati Road Baramati Maharashtra  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,2,1,Sahyadri Global Green Services
S S ENTERPRISES,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411034,,NA,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,6,3,S S ENTERPRISES
Spykar,Apparels,Maharashtra,Pune,411014,MUMBAI,Spykar Factory Outlet Shop No 1 Pathare Complex Opp Radisson Hotel Kharadi Bypass Pune 411014 Mumbai  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,5,2,Spykar Lifestyles Pvt Ltd
Mahalaxmi Auto,Remi Gas Kit,Maharashtra,Pune,411043,PUNE,Surve No 194 Plot No 6 Pmg Ground Behind Bharat Petrol Pump Balaji Nager Dhankavdi Havli Pune  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,8,2,Mahalaxmi Auto 
Max Fashion,Apparels,Maharashtra,Pune,411060,FLOORTRIBECA HIGHSTRE VILLAGE MOHAMMEDWADI,Unit No Anchor Store 3 Ground Floors35D S35E Plaza Floortribeca Highstre Village Mohammedwadi  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,7,2,Lifestyle International Pvt ltd
Laxmi Batterypune,Power Backup,Maharashtra,Pune,411041,Sinhagad Road,Nakoda Nivas Sinhagad Road  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,5,2,Laxmi Battery pune
Puma,Footwear,Maharashtra,Pune,411011,M G ROAD PUNE,Puma Store House No 28 Gr Flr M G Road Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,7,2,Puma Sports India Private Limited 
Ajayvijay Battery Private Limited,Power Backup,Maharashtra,Pune,411027,WAKAD Pune Maharashtra,Wakad Hinjewadi Road S No 4811 Near Madhuban Hotel Wakad Wakad Pune Maharashtra  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,2,1,Ajayvijay Battery Private Limited
Ttk Prestige,Small Appliances,Maharashtra,Pune,411033,PUNE MAHARASHTRA,Shantiban Society Chaphekar Chowk Chinchwad Pune Maharashtra  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,3,1,Prestige Smart Kitchen
Jayshree Trading Co,Small Appliances,Maharashtra,Pune,411001,229 30 MG ROAD CAMP PUNE 411001,229 30 Mg Road Camp Pune 411001 229 30 Mg Road Camp Pune 411001  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,3,1,Jayshree Trading Co
Power Plus Battery Solution,Power Backup,Maharashtra,Pune,411014,PUNE Pune Maharashtra,Behind Kanhur Pathar Patsanstha Sno482 Chandan Nagar Pune Nagar Road Pune Pune Maharashtra  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,2,1,Power  Plus  Battery  Solutionna
Prestige Smart Kitchen,Small Appliances,Maharashtra,Pune,411015,PUNE,Shop No 32 Ground Floor Shoppers Orbit B Wing Alandi Road Vishrantwadi Pune  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,33,4,Av Synergy 
Water Waves Enterprise,Others,Maharashtra,Pune,411026,,NA,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,3,2,Water Waves Enterprise
Shiv Tyre,Tyres,Maharashtra,Pune,411028,BHOSALE VILLAGE GATE BHEKRAI NAGAR,SERVE NO 179 SHOP NO11 BHOSALE VILLAGE GATE BHEKRAI NAGAR  PUNE MAHARASHTRA,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,199,20,Shiv Tyre
Secura Engineers,Power Backup,Maharashtra,Pune,410507,YASHWANT NAGAR Maharashtra,Swamichatra Apartment S No 9 Shivaji Chowk Yashwant Nagar Maharashtra  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,3,1,Secura Engineersna
Battery Boss Store,Power Backup,Maharashtra,Pune,412207,"PernePhataPuneNagarRoad,SaiShriyaSamruddhi,Wagholi,Pune,MaharashtraPin-412207India","Shopno1punenagarroadoppfirstcrynearToyotashowroomwagholipune PernePhataPuneNagarRoad,SaiShriyaSamruddhi,Wagholi,Pune,MaharashtraPin-412207India  PUNE MAHARASHTRA",90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,8,2,Battery Boss Store
Super Shirts And Trousers,Apparels,Maharashtra,Pune,411030,TILAK ROAD PUNE 30,1649 Sadashiv Peth Tilak Road Pune 30  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,8,2,Super Shirts And Trousers 
J K Tyre,Tyres,Maharashtra,Pune,411033,SNO 8 2 21 SHOP NO 1 OPP RAJEEV GANDHI COLONY NR H P PETROL PUMP TATHAWADE PUNE MAHARASHTRA,Sno 8 2 21 Shop No 1 Opp Rajeev Gandhi Colony Nr H P Petrol Pump Tathawade Pune Maharashtra Sno 8 2 21 Shop No 1 Opp Rajeev Gandhi Colony Nr H P Petrol Pump Tathawade Pune Maharashtra  Pune Maharashtra,90050245,Mayank Yawar,Mobile,E1C22811F1CB38B109A2E54C72FE0FF670B6CC01A8BB9C967765C86CFA8A05FB,32,4,Balaji Tyre House
Gold Gym,Gyms And Spas,Maharashtra,Pune,411028,HADAPSAR PUNE MAHARASHTRA 411028,Survey No 136 137 One North Magarpatta City Hadapsar Pune Maharashtra 411028  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,189,18,F2 Fun And Fitness (India) Private Limited
Toy Garage,Toys,Maharashtra,Pune,411014,PUNE,Adarash Nagar Wadgaon Sheri Pune 411014 Pune  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,42,9,Toy Garage
Vikramaditya Tyres,Tyres,Maharashtra,Pune,412114,TRIVENI NAGAR CHOWK,Triveni Nagar Chowk Gate No 165 166 Nigadi Talawade Road Haveli Pune Triveni Nagar Chowk  Pune Maharashtra,90041457,Afroj Mastan Shaikh,Mobile,9D0ACE5F027065DBAB56B2C4769206997AA74AFECD8EE102E9D8AAB01A254F53,164,17,Vikramaditya Tyres
Bridgestone,Tyres,Maharashtra,Pune,412207,KAMAL BAG PANMALA OPPOSITE HOTEL RAJ SADAR NEAR HOTEL VIKRAM MISAL WAGHOLI PUNE,Kamal Bag Panmala Opposite Hotel Raj Sadar Near Hotel Vikram Misal Wagholi Pune Kamal Bag Panmala Opposite Hotel Raj Sadar Near Hotel Vikram Misal Wagholi Pune  Pune Maharashtra,90049260,Santosh Mahadeo Puri,Mobile,00A5C4E9D0AA66971071353C22A79009002417F3EDFA75CE8C45E2A84F492737,183,17,Yash Tyres
Toylandpune,Toys,Maharashtra,Pune,411040,WANAWADI,Shop No 1 Jyoti Heritage Wanawadi  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,21,3,Toyland pune
Swami Enterprises,Small Appliances,Maharashtra,Pune,411041,JADHAV NAGAR RAIKAR MALA DHAYARI PUNE MAHARASHTRA 411041,Samarth Aagan Flat No A 101 Jadhav Nagar Raikar Mala Dhayari Pune Maharashtra 411041 Jadhav Nagar Raikar Mala Dhayari Pune Maharashtra 411041  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,8,2,Swami Enterprises
Autohub Car Accessories,Car Accessories / Auto Ancillaries,Maharashtra,Pune,410501,PUNE,Plot No 47 Chakan Talegaon Road Ranubai Mala Chakan Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,5,2,Autohub Car Accessories
Michelin,Tyres,Maharashtra,Pune,411048,KAUSAR BAUG,Ground Floor Kausar Baug Swadesh Heights S No 11 Hissa No 21 Kondhwa Khurd Pune 411048 Kausar Baug  Pune Maharashtra,90050139,Ramesh Vasantrao Masal,Mobile,5F839A7BE699169F51F0C25FCF2FDD961FDF9DF6CAE576E20BCD01E14A751EC7,24,3,Super Tyres
Nilkamal,Furnishing,Maharashtra,Pune,411057,WAKAD HINJEWADI WAKAD,Wakad Hinjewadi Wakad Wakad Hinjewadi Wakad  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,5,2,Parshwanath Sales
Chirantan Enterprises,Others,Maharashtra,Pune,412210,ParasharPlazaShirur,ShirurBaburaoNagar ParasharPlazaShirur  PUNE MAHARASHTRA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,1,1,Chirantan Enterprises
Sadhana Enterprises,Small Appliances,Maharashtra,Pune,411041,PUNE,Gound Flour Narhe Dhaiyri Road Near Siddhi Lodge Nerhe Pune  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,6,2,Sadhana Enterprises
QI LIFECARE PVT LTD,Diagnostics,Maharashtra,Pune,411001,,NA,No Mapping,No Mapping,REMI Model,,0,0,QI LIFECARE PVT LTD
Spykar,Apparels,Maharashtra,Pune,411033,SHOP FF 21 CHAPHEKAR CHOWK,Elpro City Center Mall Shop Ff 21 Chaphekar Chowk  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,4,2,Spykar Lifestyles Pvt Ltd
Laksh Tyres,Tyres,Maharashtra,Pune,412101,PUNE,Sr No 123 Bhondve Petrol Pump Near Dy Patil College Ravet Pune Pune Maharashtra 412101 Pune  Pune Maharashtra,90044027,Laxman Maske,Mobile,A27F856A2943AEA4FCA0C06A5A22705CA08A8417375B061314E08586A3087F43,39,4,Laksh Tyres
Helios,Others,Maharashtra,Pune,411019,PUNE ROAD NEXT TO TITAN WORLD MIDC CHINCHWAD MAHARASHTRA 411019,HELIOS WATCH STORE TRSALA CREST D 35 MUMBAI PUNE ROAD NEXT TO TITAN WORLD MIDC CHINCHWAD MAHARASHTRA 411019  PUNE MAHARASHTRA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,51,5,Titan Company Ltd Helios Chinchwad
Varahi Cycle Agency,Cycles,Maharashtra,Pune,411043,K K MARKET,S No 30 Shop No 1 And 2 Parit Arcade Satara Road Dhankawadi Pune 411043 K K Market  Pune Maharashtra,90040613,Akash Dabade,Mobile,0B45CE46E9E46FAF2E45423E00DAA9EC82CC0ED392B50638F1CBC68C029A7130,49,5,Varahi Cycle Agency
Michelin,Tyres,Maharashtra,Pune,411037,GANGADHAM CHOK,Shop 1 Ashirwad Bldg Gangadham Chok Plot No 580 Shop 17 Market Yard Gangadham Chok  Pune Maharashtra,90050139,Ramesh Vasantrao Masal,Mobile,5F839A7BE699169F51F0C25FCF2FDD961FDF9DF6CAE576E20BCD01E14A751EC7,105,11,Shivshambho Tyres
Anand Tyre Corporation,Tyres,Maharashtra,Pune,411012,OppAtlasCopcoLtdMumbaiPuneRoad,Storeno1To3Kunalpuram Oppatlascopcoltdmumbaipuneroad  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,0,0,Anand Tyre Corporation
New Tyre Point,Tyres,Maharashtra,Pune,411046,SATRA RD KATRAJ,Shop No 4 S No 84 Building A Manikmoti Com Satra Rd Katraj  Pune Maharashtra,2014796-D,Pulkit Jain_D,Mobile,,25,3,New Tyre Point
Arihant Car Accessories,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411014,OPP CHADAN NAGAR BRT BUS STOP,Opp Chandan Nagar Brt Bus Stop Pune Nagar Road Pune Opp Chadan Nagar Brt Bus Stop  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,2,1,Arihant Car Accessories
Super Collection,Apparels,Maharashtra,Pune,411039,PUNE,Shop No 1 2 Umashakar Society Paud Road Kothrud Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,3,2,Super Collection 
Reliance Trends,LFR,Maharashtra,Pune,411014,MARKET CITY MALL UG45 F 46 47 SURVEY NO 207 BEHIND BAKER GAUGES VIMAN NAGAR NAGAR ROAD PUNE 411 014,Market City Mall Ug45 F 46 47 Survey No 207 Behind Baker Gauges Viman Nagar Nagar Road Pune 411 014 Market City Mall Ug45 F 46 47 Survey No 207 Behind Baker Gauges Viman Nagar Nagar Road Pune 411 014  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,7,2,Reliance Retail Limited 
A Data Computar,Others,Maharashtra,Pune,412210,NearShirurCourtCentreRoad,RevenueColony2157 NearShirurCourtCentreRoad  PUNE MAHARASHTRA,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,4,2,A Data Computar
Mahesh Engineers,Small Appliances,Maharashtra,Pune,411002,GROUND FLOOR 351 SHUKRUWAR PETH ANKITA CHAMBERS SHIVAJI ROAD,Ground Floor 351 Shukruwar Peth Ankita Chambers Shivaji Road Ground Floor 351 Shukruwar Peth Ankita Chambers Shivaji Road  Pune Maharashtra,90053317,Sahil Sanjay Tank,Mobile,E45455231503A25D2EAE1F84161E1EB735585A00FD65E593E5095A7BA18C567A,14,2,Mahesh Engineers
Ucb-F,Apparels,Maharashtra,Pune,411001,MG ROAD,Shop No 2 Near Arora Tower Mg Road Mg Road  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,5,2,Nirvan Fashions
New Vishal Battery Works,Power Backup,Maharashtra,Pune,412101,PUNE,6 Dhanalaxmi Hight Dehuroad Kiwale Pune Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,8,4,New Vishal Battery Works
Shree Dhareshwar Batteries,Power Backup,Maharashtra,Pune,411041,RAIKAR NAGER,Shop No Raikar Nager  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,6,2,Shree Dhareshwar Batteries
Micropark Logistics,Others,Maharashtra,Pune,411004,,NA,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,0,0,Micropark Logistics
MERAKI AUTO DETAILING,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411028,,NA,No Mapping,No Mapping,REMI Model,,0,0,MERAKI AUTO DETAILING
